,Event Code,Alpha,Beta,Delta,Theta,TBR
1622783453.4862812,0,1.0169960335651869,84.35042921170621,2.010203151183654,1.4230325663756556,0.5927512216149745
1622783453.676125,0,1.0136007797827868,84.06849529207146,1.9713652392797723,1.3745914660439162,0.6115889511086605
1622783453.8828437,0,1.0126653080112575,83.60108587051661,1.9571062358530926,1.3438400675694144,0.622105917869563
1622783454.0745625,0,1.0103950311610395,84.66669282523436,1.9325503301888116,1.3519368217944017,0.6262621999810448
1622783454.2982812,0,0.9950397585721837,85.82383860373307,1.8612048061155773,1.3668974200691513,0.627873294247576
1622783454.471125,0,0.9723268543204349,84.98911173449274,1.7457732218957196,1.355920067547552,0.6268003090197806
1622783454.6778438,0,0.9512507938546158,84.30081022442923,1.58832349158744,1.3180944823148686,0.6395657622083217
1622783454.8715625,0,0.9616558044137727,84.18382256385473,1.503707128116091,1.295173742305066,0.6499809239031501
1622783455.0762813,0,0.9729949401392788,84.04555594759809,1.4475762054591397,1.3204101221492426,0.6365109941053498
1622783455.281125,0,1.002920016168557,83.70033341265597,1.4368550150635597,1.3389815549949187,0.6251044542056713
1622783455.4738438,0,1.0463658780584848,83.4360250783456,1.6075907401310605,1.3553156620224105,0.6156206071863866
1622783455.6795626,0,1.1173725456664876,84.63604227594344,1.8852536240540498,1.54272981030597,0.5486122178397367
1622783455.8712811,0,1.2583764010056582,91.8506215696208,2.6798329846566276,1.9063513106998444,0.4818137195074571
1622783456.091125,0,1.4881317691431464,112.07045495761207,4.398822056264352,2.4956025790541103,0.4490717227904505
1622783456.2678437,0,2.034527425480257,136.94860546191347,7.381558230721912,3.6960047835312544,0.3705314616261654
1622783456.4745624,0,2.7574635655459487,156.80853762218513,9.968774242716629,5.106048508175998,0.30710350160421973
1622783456.6672812,0,3.2417334601104,166.68105970129133,11.951125401353865,5.975423205699367,0.27894435919168153
1622783456.871125,0,3.4200706012882414,170.18863700365995,12.607700681404387,6.267966827627896,0.27152127904299644
1622783457.0628438,0,3.534699890808475,174.47212268812956,13.039451296708602,6.367422129925382,0.2740074697861663
1622783457.2695625,0,3.6696429655506573,178.5323221621838,13.222956007696435,6.436026764512537,0.2773952450704356
1622783457.4612813,0,3.7778746324615264,181.63723750547908,13.38410506396494,6.466305600440391,0.28089800997513725
1622783457.666125,0,3.830888286091505,183.67084078569468,13.522088067754897,6.480484794467541,0.2834214516520375
1622783457.8578436,0,3.8851896193041235,183.94736894282963,13.666015449975527,6.572915622840878,0.2798565803942662
1622783458.0645626,0,3.9406722634103577,183.73993980258595,13.718706376731395,6.6533182193172085,0.276162861516403
1622783458.2562811,0,3.9503190500391776,182.42760757171698,13.867157670007957,6.65760199702262,0.2740139882998433
1622783458.461125,0,3.99271790112994,181.7098854640902,14.067039312610948,6.664327002645161,0.27266051829684695
1622783458.6678438,0,4.0648675396018215,182.4421925559198,14.462574209285508,6.7088243634174125,0.27194361138854656
1622783458.8615625,0,4.090946796006924,183.1575360986627,14.741409552194417,6.767870580508822,0.27062801204583986
1622783459.0662813,0,4.082828292873915,183.15788010661583,14.95062222722471,6.787026357609678,0.26986469545864883
1622783459.273125,0,4.073343710964546,182.54971756934896,14.97177765640972,6.7760760921117695,0.26940328751895287
1622783459.4628437,0,4.059368047019047,182.01275575503536,14.992450345994005,6.746831028159964,0.2697751803703834
1622783459.6545625,0,4.045181991660188,180.80705237056034,14.822487139687322,6.707271085085254,0.2695687263522347
1622783459.8612812,0,4.00121100095229,179.41433474727157,14.525853793657829,6.516852640088987,0.27530825792129876
1622783460.051125,0,3.90242608979508,173.3358551341521,13.689119256602547,6.179776515332626,0.28048887318835725
1622783460.2578437,0,3.700900777580867,153.87729354554492,11.937780874220364,5.618739013658859,0.27386446170836076
1622783460.4495625,0,3.163401128965846,129.02068957970897,8.92628094239336,4.421118023583874,0.29182819569951546
1622783460.6562812,0,2.463975748021305,108.50403834288105,6.385328060925689,3.042550982751835,0.3566219233728159
1622783460.846125,0,2.032372645513855,97.1603184297187,4.521895495506387,2.243656060132554,0.4330446192540693
1622783461.0528438,0,1.9399041068998342,91.53641052226796,3.947121225888239,2.005746966218087,0.4563706791732726
1622783461.2445624,0,1.9003754689592915,85.6318755259938,3.664398530362529,1.9552812291800643,0.4379517086751916
1622783461.4512813,0,1.8184178109659004,81.23265516555475,3.660924870990499,1.9339831367507407,0.42002773251700964
1622783461.657125,0,1.7073685339012308,78.42269945869133,3.6042267709620366,1.930783462100878,0.4061703500057945
1622783461.8478436,0,1.6487657640617195,76.32584102331221,3.5244276462113233,1.9371280096124075,0.39401547365258505
1622783462.0545626,0,1.605442708032789,75.32702329755232,3.4695492277510107,1.8840466174290893,0.39981507145688994
1622783462.2462811,0,1.5409258027467234,74.28700200122732,3.5853288572868385,1.8389927002110853,0.4039548498082696
1622783462.451125,0,1.5064396471016805,74.13063570769631,3.6030792625448007,1.8543558879862645,0.39976487894240403
1622783462.6428437,0,1.4700094086044921,74.10504523237081,3.454618099796137,1.83630616802746,0.4035549546292362
1622783462.8495624,0,1.4090221307873751,73.56914305918836,3.121334387223819,1.773723977010041,0.4147722194250515
1622783463.0422812,0,1.3573306703109955,73.23158052391241,2.928103780260377,1.7379307679271516,0.4213722541505867
1622783463.246125,0,1.311544404883773,73.76410259725141,2.784225103992502,1.7339106300975533,0.42542044161238746
1622783463.4388437,0,1.267539030450872,74.2843281746132,2.751063851240865,1.717189274325587,0.43259254693276483
1622783463.6445625,0,1.2191296835583805,74.6826893226069,2.705463533941225,1.7027526856504935,0.43859974470735474
1622783463.8362813,0,1.1899388816043657,75.87469305469241,2.6913417888807456,1.6864645674745504,0.44990386704840984
1622783464.041125,0,1.1728601966894747,77.05015082366408,2.6877737570724114,1.6832329574327727,0.45775096360505657
1622783464.2338438,0,1.1345123029300264,76.87143871509825,2.6946316667672305,1.678353403900403,0.45801699771009585
1622783464.4395626,0,1.0933845126713333,77.07726636140988,2.6812315963563127,1.6962083455078945,0.45440919192229706
1622783464.6312811,0,1.0754418691495988,78.42764091119967,2.6448189960981905,1.7223312748241866,0.4553574684359457
1622783464.836125,0,1.0737452905809959,80.40421703428574,2.624791091877065,1.7164583241896114,0.4684309307203648
1622783465.0428438,0,1.0686907659818223,81.92166068777712,2.5951290592054246,1.672036650476304,0.4899513456504709
1622783465.2345624,0,1.0087883469461356,82.42149700930652,2.611246472673313,1.6114364177030427,0.5114784306959559
1622783465.4412813,0,0.95483230943805,82.97079271292786,2.4803486773998715,1.5393322739188935,0.5390050875870841
1622783465.631125,0,0.9464216121891705,83.4970778749254,2.3318832767473006,1.4993762474142733,0.556878755541973
1622783465.8378437,0,0.9811615162708262,83.03342592273152,2.3178072539403645,1.506070790286161,0.5513248544376508
1622783466.0295625,0,0.9964821046436075,82.17614175892804,2.3253158788211232,1.5053123591195205,0.54590757367457
1622783466.2362812,0,1.0142488578418178,81.71639642487615,2.2996795836262955,1.5210930644739733,0.5372215437267505
1622783466.426125,0,1.0648848080436457,81.83346400473975,2.3052624638190826,1.6660036352273033,0.4911961911390109
1622783466.6328437,0,1.1225168562142667,82.13561360828082,2.4564245754848835,1.8265612581310913,0.4496734683419306
1622783466.8245625,0,1.1523446258926153,82.24034929353726,2.662280637862985,1.8861855658376623,0.43601409523571455
1622783467.0322812,0,1.1702244800313097,82.01473474959933,2.7322726474475494,1.9006778593408675,0.43150255234751383
1622783467.221125,0,1.1711475365996555,81.21387732506578,2.695174631363744,1.9148200114874672,0.4241332179413425
1622783467.4288437,0,1.1969911941294336,80.18239582970033,2.7202804579259863,1.9352234142134352,0.41433146809196797
1622783467.6205626,0,1.2663391399485,79.88553748139915,2.9495377765526505,2.010046467746821,0.3974312970532842
1622783467.8262813,0,1.3563026218780037,78.87375458673448,3.3003798706611525,2.1979344305300934,0.3588539925993692
1622783468.017125,0,1.4060699702216617,77.31295144934643,3.5892797324487926,2.3602381384579774,0.32756419866962055
1622783468.2228436,0,1.4197392279420342,76.60735824544001,3.7852237380890466,2.435368519998116,0.31456166742887554
1622783468.4295626,0,1.4610043662545569,77.95088085912796,4.171468574762732,2.5787436849851577,0.3022823916661443
1622783468.6212811,0,1.6116051558881959,81.0449052393742,4.589871233571698,2.91704590781442,0.2778321212644083
1622783468.826125,0,1.842363968039999,85.46407533243978,5.341938915079975,3.4458522360885695,0.24802013979987467
1622783469.0178437,0,1.9570620461397266,87.15365794011379,5.870681111758144,3.8097686005905422,0.2287636522769502
1622783469.2255626,0,1.9368695854098306,87.68340132591325,6.075810591163613,3.864248183502083,0.22690934215940478
1622783469.4162812,0,1.9288687994062041,88.61236191638905,6.01043387205079,3.9012746022460183,0.22713695125529917
1622783469.621125,0,1.974107257665381,90.14531546004821,6.132559144799178,4.076856523346797,0.22111476070795244
1622783469.8128438,0,2.0193369763521134,91.95651902156816,6.325052423925605,4.300725120774311,0.2138163133871995
1622783470.0195625,0,2.0351851235381613,93.51473707622621,6.349883887974502,4.401749282804256,0.21244903121026934
1622783470.2112813,0,2.027755763584251,95.8990464040394,6.355514288983345,4.401806120824237,0.21786294937061498
1622783470.416125,0,2.0087242381892723,98.24747817798846,6.284361213864604,4.3447224025216356,0.22613062257088407
1622783470.6078436,0,1.9552614861075042,99.07936823414778,6.127906980783204,4.136418597811824,0.23952935586973964
1622783470.8145626,0,1.8960770346676927,99.37187971309947,5.846540964609001,3.9135612175561185,0.25391676324704004
1622783471.0062811,0,1.8578247251141122,100.10878816467506,5.628592831701144,3.8380816003224876,0.2608302756154627
